date_time,point_id,field,longitude,latitude,soil_moisture,easting,northing
2022-04-28 12:24:00,WP14,CAIONE1_DURUMWHEAT27,15.50982,41.4954,0.309936025,542554.0700990475,4593878.974549479
2022-04-28 12:26:00,WP15,CAIONE1_DURUMWHEAT27,15.51003,41.49548,0.3448129255,542571.5462230325,4593887.959481884
2022-04-28 12:30:00,WP16,CAIONE1_DURUMWHEAT27,15.50989,41.49567,0.3028955305,542559.7361867969,4593908.984296072
2022-04-28 12:32:00,WP17,CAIONE1_DURUMWHEAT27,15.50969,41.49561,0.26801863,542543.0817009794,4593902.224703819
2022-04-28 12:34:00,WP18,CAIONE1_DURUMWHEAT27,15.50948,41.49554,0.2927214055,542525.5990364044,4593894.350036313
2022-04-28 12:36:00,WP19,CAIONE1_DURUMWHEAT27,15.50929,41.49547,0.26883256,542509.7857139972,4593886.485243186
2022-04-28 12:38:00,WP20,CAIONE1_DURUMWHEAT27,15.50911,41.4954,0.294471355,542494.8070482819,4593878.625399193
2022-04-28 12:40:00,WP21,CAIONE1_DURUMWHEAT27,15.50892,41.49534,0.267367486,542478.9871247011,4593871.870870352
2022-04-28 12:41:00,WP22,CAIONE1_DURUMWHEAT27,15.50871,41.49526,0.3122557255,542461.5108491848,4593862.886163432
2022-04-28 12:43:00,WP23,CAIONE1_DURUMWHEAT27,15.50851,41.49519,0.31522657,542444.8626957122,4593855.016603702
2022-04-28 12:44:00,WP24,CAIONE1_DURUMWHEAT27,15.50832,41.49512,0.2967910555,542429.0492007227,4593847.151989239
2022-04-28 12:45:00,WP25,CAIONE1_DURUMWHEAT27,15.5081,41.49503,0.321331045,542410.7446319637,4593837.0523039615
2022-04-28 12:46:00,WP26,CAIONE1_DURUMWHEAT27,15.50795,41.49496,0.3407432755,542398.2698469957,4593829.207376169
2022-04-28 12:48:00,WP27,CAIONE1_DURUMWHEAT27,15.50774,41.49489,0.306029161,542380.7868507782,4593821.333062814
2022-04-28 12:50:00,WP28,CAIONE1_DURUMWHEAT27,15.50752,41.4948,0.321493831,542362.4821499682,4593811.233501327
2022-04-28 12:52:00,WP29,CAIONE1_DURUMWHEAT27,15.50733,41.49474,0.330040096,542346.6619575518,4593804.479265246
2022-04-29 12:17:00,WP1,CAIONE1_DURUMWHEAT27,15.50713,41.49442,0.261100225,542330.1763131947,4593768.855074692
